sample_id,biosample,other_sample_id,collaborator_sample_id,dataset,env_broad_scale,env_medium,storage_medium,host_pooped,host_taxon,host_genus,host_species,animal_type,animal_ecomode,Clade_Order,Family,Diet,Diet_Detailed,Habitat,Metamorphosis,Reproduction,sex,svl,weight,collection_date,state,county,ecoregion_III,ecoregion_IV,site,gps_n,gps_w,walker_wash_swab_protocol,data_type,collector,notes_host,notes_lab,temp_code,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1295,16220,NA,NA,UHM,wild,,,N,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,73,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, Ferguson Cabin Trail, GSMSP",35.58193543,-83.07477061,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1296,16230,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,73,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, Ferguson Cabin Trail, GSMSP",35.58193543,-83.07477061,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1296,16231,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,73,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, Ferguson Cabin Trail, GSMSP",35.58193543,-83.07477061,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1296,16232,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus quadramaculatus,Desmognathus,quadramaculatus,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Streamside,Metamorphic,Oviparous,,73,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, Ferguson Cabin Trail, GSMSP",35.58193543,-83.07477061,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1297,16240,NA,NA,UHM,wild,fecal,water - chemistry,Y,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,56,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, Ferguson Cabin Trail, GSMSP",35.58193543,-83.07477061,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1297,16241,NA,NA,UHM,wild,fecal,water - DNA,Y,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,56,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, Ferguson Cabin Trail, GSMSP",35.58193543,-83.07477061,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1297,16242,NA,NA,UHM,wild,fecal,glycerol,Y,Desmognathus,Desmognathus,,Salamander,Aquatic,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Varies,Metamorphic,Oviparous,,56,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, Ferguson Cabin Trail, GSMSP",35.58193543,-83.07477061,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1298,16250,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,55,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1298,16251,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,55,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1298,16252,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,55,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1299,16260,NA,NA,UHM,wild,,,N,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,55,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1300,16271,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,52,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1300,16272,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,52,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1301,16280,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,34,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1301,16281,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,34,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1301,16282,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,34,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1302,16290,NA,NA,UHM,wild,,,N,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,21,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1303,16300,NA,NA,UHM,wild,,,N,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,37,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1304,16310,NA,NA,UHM,wild,,,N,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,37,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1305,16320,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,31,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1305,16321,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,31,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1305,16322,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,31,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1306,16330,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,47,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1306,16331,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,47,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1306,16332,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,47,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1307,16340,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,59,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1307,16341,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,59,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1307,16342,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,59,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1308,16350,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,34,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1308,16351,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,34,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1308,16352,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,34,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1309,16360,NA,NA,UHM,wild,,,N,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,39,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1310,16370,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,43,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1310,16371,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,43,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1310,16372,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,43,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1311,16380,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,49,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1311,16381,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,49,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1311,16382,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,49,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1312,16390,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,29,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1312,16391,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,29,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1312,16392,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,29,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1313,16400,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,30,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1313,16401,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,30,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1313,16402,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,30,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1314,16410,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,44,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1314,16411,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,44,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1314,16412,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,44,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1315,16420,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,46,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1315,16421,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,46,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1315,16422,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,46,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1316,16430,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,51,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1316,16431,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,51,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1316,16432,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,51,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1317,16440,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,53,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1317,16441,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,53,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1317,16442,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon metcalfi,Plethodon,metcalfi,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,53,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1318,16450,NA,NA,UHM,wild,,,N,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,25,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1319,16460,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,27,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1319,16461,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,27,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1319,16462,NA,NA,UHM,wild,fecal,glycerol,Y,Plethodon serratus,Plethodon,serratus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,27,,5/26/2023,NC,haywood,Blue Ridge,High Mountains,"The Purchase, GSMSP",35.58605263,-83.07373503,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1320,16470,NA,NA,UHM,wild,fecal,water - chemistry,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,70,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Cataloochee divide trail, GSMNP",35.63242729,-83.04507899,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHM1320,16471,NA,NA,UHM,wild,fecal,water - DNA,Y,Plethodon glutinosus,Plethodon,glutinosus,Salamander,Terrestrial,Caudate,Plethodontidae,Insectivore,"Insects, earthworms, arthropods",Forest,Non-Meta,Oviparous,,70,,5/27/2023,NC,haywood,Blue Ridge,Southern Metasedimentary Mountains,"Cataloochee divide trail, GSMNP",35.63242729,-83.04507899,1,metadata,NSF team,,,,,,,,,,,,,,,,,,,,,,,,,,,,
